  Comments,Ankon,Rizvi,Sourov,FinalTag
ন্যায্য দাবিতে সকলেরই এগিয়ে আসা দরকার,Sadness,Sadness,Sadness,Sadness
শেখ হাসিনার সালাম নিন উন্নয়নের নৌকা মার্কায় ভোট দিন।,Happiness,Happiness,Happiness,Happiness
সরকারি দল পরিক্ষা না দিয়ে পাস করতে চাচ্ছে,Disgust,Disgust,Disgust,Disgust
আর কত মিথ্যাচার করবেন,Disgust,Disgust,Disgust,Disgust
আমি মনে করি আরো ৫ বছরের জন্য আওয়ামীলীগকে ক্ষমতায় রাখা উচিত।,Happiness,Happiness,Happiness,Happiness
"বিগত বছরগুলোতে যেইভাবে বৈদেশিক রিন নিয়েছে, সেগুলো পরিশোধের সময় আগামী ৫ বছর।। তাহলেই হয়তো, মাত্র দুই বছরেই আমরা শ্রিলংকায় পরিনত হবো।।",Fear,Fear,Fear,Fear
আগে পদত্যাগ তারপর নির্বাচন।এটাই শেষ কথা।,Anger,Anger,Anger,Anger
মামা বাড়ির অবদার,Disgust,Disgust,Disgust,Disgust
হাতে হাত কাধে কাধ মিলিয়ে সবাই এই অবৈধ সরকারের পতন করতে হবে,Anger,Anger,Anger,Anger
ক্ষমতার পালাবদল নয় বরং কাঙ্ক্ষিত মুক্তির জন্য চাই আদর্শিক পরিবর্তন।,Sadness,Sadness,Sadness,Sadness
শুধু সরকার পরিবর্তন হলেই পরিস্থিতি স্বাভাবিক হয়ে যাবে না! পরবর্তীতে কারা সরকার গঠন করছে; তার উপর নির্ভর করবে দেশের স্বার্থ!,Surprise,Surprise,Surprise,Surprise
বিএনপির অতীত কলুষিত। অধিকার পরিষদ অবিশ্বস্ত!,Fear,Fear,Fear,Fear
"আওয়ামী লীগের অন্যায়-অত্যাচারের বিরুদ্ধে পরীক্ষিত,বিশ্বস্ত,ন্যায়-পরায়ন নেতৃত্ব অপরিহার্য।",Fear,Fear,Fear,Fear
জনতার অধিকার আমাদের অঙ্গীকার,Happiness,Happiness,Happiness,Happiness
"আগামীর রাজনীতির পরিস্থিতি নিয়ে আমার খুব ভয় হচ্ছে! বর্তমান ক্ষমতাসীনরা যে রাজনৈতিক পরিবেশ তৈরি করেছে, এই ধারা যদি অব্যাহত থাকে তাহলে আগামীতে তাঁদেরই রাজনীতি করা অসম্ভব হয়ে যাবে।",Fear,Fear,Fear,Fear
"ইটকেল মারলে পাটকেল খেতে হয়"" এটা শুধু একটি প্রবাদ বাক্য নয়, এটা চিরন্তন বাস্তবতা।",Sadness,Sadness,Sadness,Sadness
"যে যত ক্ষমতাশালীই হোক, একদিন না একদিন তাঁর পতন হবেই, হবে।",Sadness,Sadness,Sadness,Sadness
তাই আজ যাঁরা ক্ষমতার মোহে অন্ধ হয়ে আছেন তাঁরা সাবধান হয়ে যান।,Anger,Anger,Anger,Anger
"ততটাই আঘাত করুন, যতটা আঘাত নিজেরা সইতে পারবেন। নাহলে মনে রাখবেন, প্রতি ফোঁটা রক্তের হিসাব এই বাংলাতেই কড়ায়গণ্ডায় বুঝিয়ে দিতে হবে",Anger,Anger,Anger,Anger
একমাত্র সৃষ্টিকর্তার ক্ষমতা ব্যতীত আর সকল ক্ষমতাই অস্থায়ী।,Sadness,Sadness,Sadness,Sadness
মহান আল্লাহ প্রিয় ভাইকে জান্নাত নসীব করুন।,Sadness,Sadness,Sadness,Sadness
 ইতিহাসও তাই বলে।,Undefined,Undefined,Undefined,Undefined
জ্বালা রে জ্বালা,Anger,Anger,Anger,Anger
শেখ হাসিনার জন্য অনেক দোয়া রইলো।,Happiness,Happiness,Happiness,Happiness
সাব্বাশ! শুনে মনটা ভরে গেলো।,Happiness,Happiness,Happiness,Happiness
সততাই শক্তি,Happiness,Happiness,Happiness,Happiness
তাদের পতন চাই,Anger,Anger,Anger,Anger
একটা রাজনৈতিক দল কতটা দেউলিয়া হলে এমন পরিস্থিতির সৃষ্টি হয়,Disgust,Disgust,Disgust,Disgust
সিলেটের মান-সম্মান ডুবাইলো এই পরিবারের লোক গুলো,Anger,Anger,Anger,Anger
বিশ্ববাজারে তেলের দাম যখন কমতির দিকে তখন হঠাৎ তেলের দাম বাড়ানোর সিদ্ধান্তের পেছনে কারণ কী?,Disgust,Surprise,Anger,Anger
ঘুস দুর্নীতি অপচয় ও টাকা পাঁচার বন্ধ হলে সাধারণ জনগণ সহজ ভাবে জীবন চালাতে পারবেন ।,Sadness,Sadness,Sadness,Sadness
"দিনে বিরোধী, রাতে এক জোট।",Disgust,Disgust,Disgust,Disgust
সরকার পুলিশ বাহিনী দিয়ে ব্যাপক আতঙ্ক তৈরী করে রাখছে,Fear,Fear,Fear,Fear
শোকের মাসে শোকের ছায়া ,Sadness,Sadness,Sadness,Sadness
আমাদের লোন দরকার নাই এমনি শতশত কোটি টাকা ঋন নিয়ে বিপদে আরও লোন নিয়ে কি দেশটাকে বিক্রি করে দিতে চান নাকি,Anger,Anger,Anger,Anger
লোনের পর লোন নিয়ে এতো তরিৎ গতিতে উন্নয়ন জরুরি না তো,Disgust,Disgust,Disgust,Disgust
খুব শীঘ্রই দেউলিয়া হবে সোনার বাংলাদেশ,Fear,Fear,Fear,Fear
তেল যদি সত্যি পাচার হয় তা হলে বাংলাদেশের বডার গাড কি করে.?,Anger,Anger,Anger,Anger
ডিজিটাল বাংলাদেশ শ্রীলঙ্কার মতো হতে আর দেরি নাই।,Fear,Fear,Fear,Fear
" দেউলিয়া থেকে ঠেকাতে সবার উচিত হবে ডিজেল,অকটেন ও পেট্রোল এর দাম বৃদ্ধি মেনে নেওয়া।",Sadness,Sadness,Sadness,Sadness
"কেহ্ দূর্নীতি করলে, আইনের আশ্রয় নয় বরং দেশের স্বার্থে তাকে তাত-খনিক জনতার আইনে বিচার করতে হবে।",Anger,Anger,Anger,Anger
দেশের আইন আজ দূর্নীতির সাগরে ভাসমান। সেখানে দূর্নীতি বাজদের বিচার আশা করা শিয়ালের কাছে মুরগী রাখপালি দেওয়ার মত হবে,Disgust,Disgust,Anger,Disgust
"এদের যারাই বিশ্বাস করেছে তারা সবাই ধোকা খাইছে,সে হিন্দু হোক বা মুসলিম।",Sadness,Sadness,Sadness,Sadness
যারা আওয়ামী লীগ সমর্থক তাদের জন্য ডিসকাউন্ট হবে?,Disgust,Disgust,Disgust,Disgust
"তবে কি তাদের ভরসা এদেশের মানুষের উপর নাই, যে কারনে ইন্ডিয়া থেকে সাহায্য চাওয়া হলো।",Sadness,Sadness,Sadness,Sadness
এবার সরকারও খুশি পরিবহন মালিকও খুশি মাঝখানে যাদের মরণ যন্ত্রণায় ভুগতে হয় তারা সাধারণ মানুষ,Sadness,Sadness,Sadness,Sadness
"একটি দেশ ধ্বংস হওয়ার জন্য জঘন্য রাজা,ঘুমন্ত প্রজা এবং বিক্রীত সাংবাদিকরাই যথেষ্ট",Sadness,Sadness,Sadness,Sadness
এই দেশে ট্রিলিয়ন ট্রিলিয়ন রেমিট্যান্স আসলেও ওদের সারাজীবন ভর্তুকি দিতে হবে।,Sadness,Sadness,Sadness,Sadness
চাকরিজীবী দিনমজুর এদের কি বেতন বাড়ছে?,Anger,Anger,Sadness,Anger
তাদের রক্ত চুষা শেষ না হওয়া পর্যন্ত সব কিছুর দামেই বাড়তে থাকবে!,Disgust,Disgust,Disgust,Disgust
এখনো আর অনেক কিছু দেখার আছে। শুধু সময়ের অপেক্ষা।,Fear,Fear,Fear,Fear
পরিবহনের ভাড়া ঠিক করলেন অন্যান্য দ্রব্য মূল্য এবং মানুষের দিনের মজুরি কে ঠিক করবে?,Anger,Anger,Anger,Anger
"আগে এক দফা বাড়িয়েছিলেন সেটাই আমরা বহন করতে পারতেছিনা,এখন আবার ২য় দফা বাড়ালেন",Fear,Fear,Fear,Fear
"বাজারে সব কিছুর দাম দিন দিন আকাশচুম্বী হচ্ছে, শুধু আমার দামটাই দিন দিন কমে যাচ্ছে..",Sadness,Sadness,Disgust,Sadness
কি খেলা খেলছে জনগনকে নিয়ে,Fear,Fear,Fear,Fear
তেলের সাথে ভাড়াও বৃদ্ধি পেয়েছে কিন্তু বেতন আগেরটাই রয়েছে 😪 তাহলে আমাদের কি হবে?,Sadness,Sadness,Sadness,Sadness
"চোরে রা,,লুটপাট করে দেশ টা, কে সেষ করে দিলো।",Sadness,Sadness,Sadness,Sadness
বিতারিত শয়তানের হাত থেকে আল্লাহর নিকট আশ্রয় প্রার্থনা করছি।,Fear,Fear,Fear,Fear
রোহিঙ্গা বিজনেসও শেষ অর্থাৎ কোর্স কমপ্লিট!,Anger,Anger,Anger,Anger
আমার নেত্রীকে নবেল পুরস্কার না দেওয়ার আগ পর্যন্ত একটা রোহিঙ্গাকে আমি ফেরত দিবো না। ,Disgust,Disgust,Disgust,Disgust
তাড়াতাড়ি রোহিঙ্গা পাঠান না হলে আরো অবনতি হবে দেশের,Fear,Fear,Fear,Fear
"রোহিঙ্গা বাংলাদেশের বোঝা, সারাজীবন বাংলাদেশ বহন করতে হবে। চীন, আমেরিকা ভারত, রাশিয়া কেউ সহযোগিতা করবে না।",Sadness,Sadness,Sadness,Sadness
"ভেঙ্গে পড়ো না, নিরাশ হয়ো না, সাহায্য আসবেই এটা আল্লাহর ওয়াদা!",Happiness,Happiness,Happiness,Happiness
এই সমস্যার সমাধান বের করতে হবে!,Happiness,Happiness,Happiness,Happiness
"জেনে রাখো, নিশ্চয়ই আল্লাহর সাহায্য অতি নিকটে",Happiness,Happiness,Happiness,Happiness
রাতে আয়াতুল কুরসি পড়ে ঘুমালে সারারাত একজন ফেরেশতা পাহারা দেয়।,Happiness,Happiness,Happiness,Happiness
কি দরকার প্রত্যাবাসনের মানবতার মা আরও ৫/১০ বছর লালন-পালন করুক।,Disgust,Disgust,Disgust,Disgust
একটা কথা বলে দিলাম রোহিঙ্গারা কখনোই বাংলাদেশ ছেড়ে যেতে পারবে না আমার কথা মিলিয়ে নেবেন,Sadness,Sadness,Sadness,Sadness
আমি পাবনা মেন্টাল হসপিটালের একজন ডাক্তার।,Happiness,Happiness,Happiness,Happiness
খুব তারাতাড়ি এদের চিকিৎসার ব্যাবস্থা করা হবে,Happiness,Happiness,Happiness,Happiness
ভাবতেই অবাক লাগে মানুষ গড়ার কারখানা গুলোতে ঘুস বাণিজ্য,Surprise,Surprise,Surprise,Surprise
ভূত তাড়াতে সরষে লাগে আর সেই সর্ষের ভিতরেই এখন ভূতের বসবাস,Disgust,Disgust,Disgust,Disgust
এদেশের মানুষের সবচেয়ে বড় ব্যর্থতা হচ্ছে তারা নিজেদের অধিকারের কথা শক্ত ভাবে বলতে অভ্যস্ত হতে পারে নি,Sadness,Sadness,Sadness,Sadness
"তাহাজ্জুদ পড়া আউলিয়া,দেশ করেছে দেউলিয়া!",Disgust,Disgust,Disgust,Disgust
"মানুষের জনজীবন বিষাক্ত হয়ে উঠেছে এক দিকে ঘনঘন লোডশেডিং, কিছু দিন পর পর জালানি তেলের মূল্য বৃদ্ধি, গণপরিবহনের ভাড়া বৃদ্ধি , নিত্যপণ্যের দাম জনগনের হাতের নাগালের বাহির ",Sadness,Sadness,Sadness,Sadness
"দিন যত যাচ্ছে সব কিছুর দাম বাড়তেছে শুধু মানুষের দামটাই কমতেছে ,এ যেন এক অবিবেকহীন দেশে বাস করতেছি আমরা।",Sadness,Sadness,Sadness,Sadness
জনগণের সরকার হলে জনগণের কষ্টের কথা বুঝতো,Sadness,Sadness,Sadness,Sadness
হোক প্রতিবাদ,Anger,Anger,Anger,Anger
সরকার ভালো করেই জানে যে জনগণ কয়দিন আন্দলোন করবে তারপর সব ঠিক হয়ে যাবে,Sadness,Sadness,Sadness,Sadness
কিছুদিন আগেও না শুনলাম আমরা ইউরোপ কান্ট্রি থেকেও বেশি এগিয়ে যাচ্ছি আমার এখন কেন আমরা গরিব দেশ বুঝলাম না রে ভাই,Disgust,Disgust,Disgust,Disgust
"ইস রে,দুইটা বাশ বেশি দিলে আর এইরকম হইত না।",Disgust,Disgust,Disgust,Disgust
রোহিঙ্গারা এদেশে না থাকলে নেতাদের পকেট কেমনে ভরবে,Anger,Anger,Anger,Anger
ঘুষের দেশ,Anger,Anger,Anger,Anger
এই দাবি আদায় করে নেয়ার মোক্ষম সময় এটা,Happiness,Happiness,Happiness,Happiness
"কমিটি করেই শেষ, বিচার আর হবেনা!",Sadness,Sadness,Sadness,Sadness
সব দলকে একত্রিত হয়ে আন্দোলনের ডাক দেয়া উচিত এবং আমাদের সাধারন জনগনের উচিত দল মত নির্বিশেষে সেই আন্দোলনে সক্রিয়ভাবে অংশগ্রহন করা।,Happiness,Happiness,Happiness,Happiness
উন্নয়ন খা বাঙালি,Disgust,Disgust,Disgust,Disgust
আন্দোলন করে লাভ নাই বাংলাদেশ একবার জিনিস যেটা দাম বাড়ে ওইটা কমাতে পারেনা,Sadness,Sadness,Sadness,Sadness
ভাগ্য ভালো ফেসবুক চালাইতে তেল লাগেনা,Disgust,Disgust,Disgust,Disgust
আইএমএফ শ্রীলংকাকেও শর্ত দিয়ে লোন দিবে বলেছিল কিন্তু শ্রীলংকার বাস্তবতা আজ বড়ই কঠিন সেই পথেই পা বাড়াচ্ছে বাংলাদেশ,Fear,Fear,Fear,Fear
বাংলাদেশের মত সাম্প্রদায়িক সম্প্রীতি প্রতিবেশী দেশগুলোর মধ্যে একটিতেও নেই।,Happiness,Happiness,Happiness,Happiness
এই আন্দোলন করে সফল হবে না,Sadness,Sadness,Sadness,Sadness
নেপাল ভুটানে থাইল্যান্ড মালয়েশিয়া মালদ্বীপ মত রাজনৈতিক সচেতন না হলে গনতন্ত্র ও রাষ্ট্রের গনতান্ত্রিক প্রতিষ্ঠান গুলি শক্তি শালি করা কঠিন হবে,Fear,Fear,Fear,Fear
"দেশ উন্নয়ন করে জনগণের হোগা মারতেছে,,আর এর নাম দিছে উন্নয়ন।",Anger,Anger,Anger,Anger
দ্রব্যমূল্যের দাম বৃদ্ধির কারণে মধ্যবিত্ত শেষ।,Sadness,Sadness,Sadness,Sadness
"ক্ষমতাসীনরা সব এমনই,,দেশে অনেক কিছু ঘটলেও তারা বলবে কিছু হয়নি।",Disgust,Disgust,Disgust,Disgust
বাঁশ খাবেন বাঁশ আইক্কা ওয়ালা বাঁশ,Disgust,Disgust,Disgust,Disgust
"এগুলা আজাইরা বুঝ ছাড়া আর কিছু নাহ,,, বাসে উঠলে এসব কিমি. প্রতি ভাড়ার ধার ধারে না",Anger,Anger,Anger,Anger
"এটা আমাদের সবার ধৈর্যের পরীক্ষা,ধৈর্য ধরুন ধর্য্য ধরুন",Fear,Fear,Fear,Fear
দেশের সবকিছু উর্ধগতি,Sadness,Sadness,Sadness,Sadness
"সবই তো সমন্বয় করতেছেন, এইবার যদি আমাদের বেতনটা ও একটু সমন্বয় করতেন তাহলে ভালো হতো।",Sadness,Sadness,Sadness,Sadness
"আপনারা নিজ নিজ গন্তব্যে হেঁটে হেঁটে যাওয়ার অভ্যাস করুন, খুব সকালে ঘুম থেকে উঠে অফিসে রওনা দিবেন",Anger,Anger,Anger,Anger
আর কি কি বাকি আছে সেগুলো .....খুজে বের করে দাম বাড়ানো হোক,Disgust,Anger,Disgust,Disgust
বাংলাদেশের মানুষকে ধ্বংস করে ছাড়বে সরকার,Fear,Fear,Fear,Fear
এখানে চিল্লাচিল্লি না করে বিএনপি'র জনসভায় গিয়ে চিল্লাচিল্লি করুন।,Disgust,Disgust,Disgust,Disgust
সবাই এক সাথে মাঠে নামেন।,Anger,Anger,Anger,Anger
এটা এতো কষ্টে অর্জিত স্বাধিন জনগণের সাথে বেইমানী হচ্ছে তাহলে আমাদের পাকিস্তানের অধীনে থাকাই ভালো এতো মানুষের প্রানের বিনিময়ে অর্জিত এমন স্বাধীননতা ভিত্তিহীন,Sadness,Sadness,Sadness,Sadness
সাধারণ জনগণকে নৌকার দিয়ে শ্রীলঙ্কার পথের নিয়ে যাবে অপেক্ষা করুন ,Fear,Fear,Fear,Fear
সরকার হয়তো বোঝাতে পারছে না যে দেশে কোন টাকা নেই এজন্য লোন নিয়ে দেশ চালানোর নামে উন্নয়ন খুঁজছে এখন এটা ক্লিয়ার। আত্মঘাতি সিদ্ধান্ত জনগণ মানবে না,Fear,Fear,Fear,Fear
সব কিছুর দামই একটার সঙ্গে একটা পাল্লা দিয়ে বাড়ছে।,Fear,Fear,Fear,Fear
বিভিন্ন দেশের সঙ্গে সমন্বয় করার জন্য ও বাড়ানো হচ্ছে শুধু বেতনটাই যা তাই থেকে যাচ্ছে বেতনটা কেউ আর দ্রব্য মূল্যের সঙ্গে বা বাইরের দেশের সঙ্গে সমন্বয় করছেনা।,Sadness,Sadness,Sadness,Sadness
সাধারণ জনগণকে ভিখারি বানিয়ে ছাড়বে সরকার এখন মানুষের শরীরের রক্ত চুষে খাওয়াবে বাকি আছে এটা খেলে হয়তো পূরণ হবে সরকারের,Fear,Fear,Fear,Fear
"ভোট চোর নিপাত যাক,গণতন্ত্র মুক্তি পাক।",Fear,Fear,Fear,Fear
চরম সত্যি কথা এটা,Fear,Fear,Fear,Fear
লোন নিবে সামনে নির্বাচন দেশ থেকে তো পালাতে হবে,Sadness,Sadness,Sadness,Sadness
 চোর নাহলে এভাবে কেউ দাম বাড়ায় তবে এ-র মাশুল সরকার কেদিতেহবে,Anger,Anger,Anger,Anger
সত্যি কতটা বলে না,Sadness,Sadness,Sadness,Sadness
বাংলাদেশের সরকার পালটানো দরকার,Anger,Anger,Anger,Anger
শালা আমিতো অবাক,Surprise,Surprise,Surprise,Surprise
"তেল, স্বর্ণ, ডলার পাচার কঠোরভাবে বন্ধ করতে পারলে এই সংকট সৃষ্টি করতে হত না।",Anger,Anger,Anger,Anger
বাৎসরিক আট হাজার কোটি টাকা তেলে ভ'তকি দিচ্ছে রাষ্ট্র।,Sadness,Sadness,Sadness,Sadness
আল্লাহ জানে এর শেষ কোথায়,Fear,Fear,Fear,Fear
বিশ্ববাজারে দাম কমলেও বাংলাদেশে কমায় না। কারণ রাশিয়া ইউক্রেন যোদ্ধের সম্পুর্ন খরচ বাংলাদেশ বহন করতেছে,Sarcasm,Sarcasm,Sarcasm,Sarcasm
"নাসা জানিয়ে দিয়েছে যে মহাকাশ থেকে পৃথিবীর দিকে ক্যামেরা তাক করলেই শুধু একমাত্র বাংলাদেশের উন্নয়ন আর উন্নয়ন দেখা যায়, আর পৃথিবীর বাকি টুকু শুধু অন্ধকার",Sarcasm,Sarcasm,Sarcasm,Sarcasm
এখোন ও জদি দেশের জনগণ না জাগে আর কখোন জাগবে।পরে আর জাগলেও লাভ হবে না।দেশ বিকরি হয়ে গেলো,Anger,Anger,Anger,Anger
।এদের দিয়ে দেশের কিছুই হবেনা।,Disgust,Disgust,Disgust,Disgust
এগুলো সাধারণ মানুষের কর্মের ফল,Undefined,Anger,Anger,Anger
তারা নিজেদের অধিকারের কথা বলতে শিখে নাই বলেই আজ এই অবস্থা দেশে ,Sadness,Sadness,Sadness,Sadness
এদেশের মানুষের সবচেয়ে বড় ব্যর্থতা হচ্ছে তারা নিজেদের অধিকারের কথা শক্ত ভাবে বলতে অভ্যস্ত হতে পারে নি।,Sadness,Sadness,Sadness,Sadness
হতাশ হবেন না,Happiness,Sadness,Sadness,Sadness
"পররাষ্ট্রমন্ত্রী সম্পূর্ণ মস্তিষ্ক দেউলয়া, উনাকে এখন বিশ্রাম দেওয়া সময়ের দাবী",Disgust,Anger,Disgust,Disgust
"সরকার বুঝে গেছে এইটা ২০২২ সাল, ১৯৫২ আর ১৯৭১ না।তাই যা ইচ্ছা করবে",Disgust,Anger,Anger,Anger
সরকারি কর্মকর্তাদের ফ্লাইট বন্ধ করার সময় হয়েছে,Disgust,Disgust,Disgust,Disgust
সমস্যা নাই সরকারেরও নাই বাস মালিকদেরও নাই সাধারণ মানুষের হোগামারা সারা। বেতন তো আর বাড়ে না।,Sadness,Sadness,Sadness,Sadness
অসহায় জনগণ এদের কোন সিদ্ধান্ত নেই,Sadness,Sadness,Sadness,Sadness
এখন আর যাই হোক চোরাই পথে দেশের তেল আর ইন্ডিয়া যাবে না!,Happiness,Happiness,Happiness,Happiness
বাংলাদেশ থেকে যদি কোন কিছু চোরাই পথে প্রতিবেশী দেশে যায়? তাহলো একমাত্র এই জ্বালানি তেলই সবচেয়ে বেশি যায়।,Sadness,Sadness,Sadness,Sadness
নিত্য প্রয়োজনীয় সকল জিনিসের দ্রব্ মূল্য প্রতিবেশী দেশের দ্রব্ মূল্য সাথে মিলিয়ে।সমন্বয় করা হোক,Anger,Anger,Anger,Anger
"মামার বাড়িতে তেল যায় যখন,আমাদের বিভিন্ন বাহিনী কি করে তখন!",Anger,Anger,Anger,Anger
যারা আওয়ামী লীগ সমর্থক তাদের জন্য ডিসকাউন্ট হবে??,Sarcasm,Sarcasm,Sarcasm,Sarcasm
পেট্রোল এবং অকেটন তো আমাদের দেশেই উৎপন্ন হয়।পেট্রোল এবং অকটেনের দাম কেন বাড়লো জাতি জানতে চাই?,Anger,Anger,Anger,Anger
বাস ভাড়া বাড়াতে হবে কারন ইউক্রেন যুদ্ধে অনেক বাস ক্ষতিগ্রস্তও হয়েছে।,Sarcasm,Sarcasm,Sarcasm,Sarcasm
"তেলের দাম বৃদ্ধির কারণে যদি তেল চালিত সকল পরিবহনের ভাড়া বৃদ্ধি করা হয়,, তাহলে সেই পরিবহনের বৃদ্ধি ভাড়া দেওয়ার জন্য, সেই সকল শ্রমিক এর বেতনও বৃদ্ধি করা হউক।",Anger,Anger,Anger,Anger
ভাগ্য ভালো ফেসবুক চালাইতে তেল লাগেনা।,Sarcasm,Sarcasm,Sarcasm,Sarcasm
সাধারণ জনগণের সব যানবাহন চলাচল বন্ধ করা হউক। সবাই হেটেই চলাচল করুক।,Disgust,Disgust,Disgust,Disgust
ভাগ বাটুরি করতে তো একটু সময় লাগবেই।,Anger,Anger,Anger,Anger
মানুষের সেবা করাটাই আমাদের আদর্শ: প্রধানমন্ত্রী,Happiness,Happiness,Happiness,Happiness
অবশেষে প্রেমের টানে বাংলাদেশে এসেছে শ্রীলংকার অর্থনীতি।,Sadness,Sadness,Sadness,Sadness
কাঁদো বাঙ্গালী কাঁদো,Sadness,Sadness,Sadness,Sadness
শোকের মাসে তেলের দাম বৃদ্ধি করে জনগণকে প্রকৃত শোক উপভোগ করার সুযোগ করে দেওয়ার জন্য ধন্যবাদ!!,Sadness,Sadness,Sadness,Sadness
কাল প্রাইভেট কোম্পানি গুলোর শ্রমিকদের বেতন বৃদ্ধি করতে বলেন।,Anger,Anger,Anger,Anger
"গণমাধ্যম গুলো ভালোই দালালি করতে শিখেছে, কেনো ভাড়া বাড়ানো দেরী হলো আর ঔ দিকে বিশ্ববাজের তেলের দাম কমেছে সেই খবর তো প্রচারণা করছে না",Anger,Anger,Anger,Anger
তেল দিতে দিতে দিতে এখন তেলের দামি বাড়তি আর কত,Anger,Anger,Anger,Anger
সারা বছর দেশের টাকা বিদেশে পাচার করে এখন তেলের বাড়ানোয় ব‍্যস্ত হয়ে পড়ছে মন্ত্রীরা।,Anger,Anger,Anger,Anger
আমজনতা সবসময়ই সাফার করে।,Sadness,Sadness,Sadness,Sadness
আমজনতার সরলতা ও ধৈর্য্যকে পুঁজি করে ব্যাবসা করে রাজনৈতিক দলগুলো।,Sadness,Sadness,Sadness,Sadness
"যেদিন মানুষ প্রতীক না দেখে, ব্যাক্তিকে দেখে নিজের নেতা নির্বাচন করা না শিখবে ততদিনে আমাদের ভাগ্য পরিবর্তনের কোন সুযোগ নেই ।",Sadness,Sadness,Sadness,Sadness
ঢাকা চট্টগ্রাম দুরত্ব ২৪০ কি.মি. ২.২০ টাকা কি.মি. করে ৫২৮ টাকা আসে কিন্তু এরা বর্তমানে ৫৮০ নিচ্ছে কেন এই নিয়ে রিপোর্ট করেন,Anger,Anger,Anger,Anger
শুধু গণপরিবহন না জ্বালানির দাম বাড়ার সাথে সাথে সবকিছুর দাম বাড়বে। সামনে খুব খারাপ সময় আসতেছে।,Fear,Fear,Fear,Fear
"সিংগাপুর, ইউএ ই তে গড় সর্বনিম্ন আয় মাসে পঁচাত্তর থেকে আশি হাজার। ইন্দোনেশিয়ায় তেত্রিশ হাজার, চীনে সতেরো হাজার; হংকং দুইলাখ! তেলের দামের সাথে তুলনা করার সময় এটা মনে থাকে তো?",Anger,Anger,Anger,Anger
ফাজলামির একটা সীমা থাকে সবসময় ভাড়া ১০ টাকা কি করে হয় এক কিলোমিটার রাস্তা যদি আড়াই টাকা হয় তাহলে সব নির্ণয় ভাড়া কি ১০ টাকা হয় যারা এক কিলো রাস্তা যাবে তারা দশ টাকা দিয়ে দিবে।,Anger,Anger,Anger,Anger
বিশ্ব যুদ্ধের দিকে এগিয়ে যাচ্ছে পৃথিবী,Fear,Fear,Fear,Fear
এদেশের মানুষের সবচেয়ে বড় ব্যর্থতা হচ্ছে তারা নিজেদের অধিকারের কথা শক্ত ভাবে বলতে অভ্যস্ত হতে পারে নি।,Sadness,Sadness,Sadness,Sadness
"আমি ব্যাক্তিগত ভাবে মনে করি, এখনকার বাজারে ৩০০টাকা মজুরিও অনেক কম, চাল, ডাল,ডিম, তেল, নুন সহ যাবতীয় সব কিছুর দাম বাড়ানো হইছে।",Sadness,Sadness,Sadness,Sadness
ধান্দাবাজ মন্ত্রী বিদেশে গিয়ে মিথ্যা কথা বলে। সত্যি কথা বলার সাহস নেই তাই।,Anger,Disgust,Disgust,Disgust
হঠাৎ করে পৃথিবীর কি হল?,Fear,Fear,Fear,Fear
চীন তাইওয়ান যুদ্ধ হলে বাংলাদেশের মত রাষ্ট্র গুলো ভয়াবহ পরিস্থতির সম্মুখীন হতে হবে।,Fear,Fear,Fear,Fear
"যাক,এদেশে বেঁচে থেকে লাভ নেই,সব একসাথেই মরি সেটাই ভালা।",Sadness,Sadness,Sadness,Sadness
সরকার কোথায় সরকার এগুলো দেখে না,Disgust,Sarcasm,Disgust,Disgust
সেই সাথে আমার প্রেসার টা ও বেড়ে যাচ্ছে,Sadness,Sadness,Sadness,Sadness
"প্রেসারের ওষুধ খান, নিয়ন্ত্রিত জীবন-যাপন করেন",Undefined,Undefined,Undefined,Undefined
"দিনের দৈর্ঘ্য বাড়লে ফসল উৎপাদন কমে যাবে,খাদ্যের ঘাটতি দেখা দিবে!",Fear,Fear,Fear,Fear
পৃথিবীর সমিকরণ বেশ জঠিল হয়ে যাচ্ছে ,Fear,Fear,Fear,Fear
এই জন্যই প্রতিদিন সকালে উঠে দেখি ঘড়িতে ১২ঃ০০ বাঝে ,Sadness,Sadness,Sadness,Sadness
এই কারনেই আমার এতো ঘুম পায় দিনের বেলায় ও,Disgust,Disgust,Disgust,Disgust
তাই তো ভাবি এত খুদা লাগে কেরে আসলে দিন যে বড় হয়েছে বুজতে পারি নাই,Sadness,Sadness,Sadness,Sadness
তার জন্যই আমি সকালে ঘুম থেকে উঠতে পারিনা,Disgust,Disgust,Disgust,Disgust
৩০ ঘন্টায় একদিন করার জোর দাবী জানাচ্ছি,Sarcasm,Sarcasm,Sarcasm,Sarcasm
মানে 'অফিস আওয়ার' আরো বাড়বে; এক‌ই বেতনে বেশি সময় কাজ করতে হবে!,Sadness,Sadness,Sadness,Sadness
কেয়ামতের আলামত,Fear,Fear,Fear,Fear
"পৃথিবীকে পাপে পুটকি মারছে,, তাই এই অবস্থা",Disgust,Disgust,Disgust,Disgust
পাপ আর পাপ এমন না হয়ে আর কি হবেরে,Sadness,Sadness,Sadness,Sadness
পৃথীবিটা কালো হইয়া জাইতে,Fear,Fear,Fear,Fear
তার অভিনয় সেইরকম লাগে আমার কাছে,Happiness,Happiness,Happiness,Happiness
পরিবর্তন দরকার,Anger,Anger,Anger,Anger
